trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1235,False,"{'a': 0.002, 'e': 0.08475419800212207}",25,4,31.899121434247217,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1236,False,"{'a': 0.002, 'e': 0.08458485900156469}",20,0,-42.75076318377516,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",1
1237,False,"{'a': 0.002, 'e': 0.08441585834055614}",20,13,9.457790507832769,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1238,False,"{'a': 0.002, 'e': 0.08424719534309347}",25,17,15.267524035306328,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1239,False,"{'a': 0.002, 'e': 0.08407886933452453}",35,22,22.627118566374918,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1240,False,"{'a': 0.002, 'e': 0.083910879641545}",20,9,18.30332603861645,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1241,False,"{'a': 0.002, 'e': 0.08374322559219596}",20,0,28.128908364529337,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1242,False,"{'a': 0.002, 'e': 0.0835759065158609}",30,22,12.233391165766383,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1243,False,"{'a': 0.002, 'e': 0.08340892174326339}",20,12,12.929128722487002,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1244,False,"{'a': 0.002, 'e': 0.08324227060646401}",20,10,4.697885128351297,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1245,False,"{'a': 0.002, 'e': 0.0830759524388581}",25,16,15.982498820518417,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1246,False,"{'a': 0.002, 'e': 0.08290996657517266}",25,15,8.136476230775603,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1247,False,"{'a': 0.002, 'e': 0.08274431235146412}",30,12,30.538416816826523,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1248,False,"{'a': 0.002, 'e': 0.08257898910511527}",20,12,15.673958162860558,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1249,False,"{'a': 0.002, 'e': 0.08241399617483297}",25,12,23.512180304381555,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1250,False,"{'a': 0.002, 'e': 0.08224933290064523}",25,18,13.121697552844577,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1251,False,"{'a': 0.002, 'e': 0.0820849986238988}",20,11,-28.384763505372625,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1252,False,"{'a': 0.002, 'e': 0.08192099268725626}",20,9,20.063836424620156,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1253,False,"{'a': 0.002, 'e': 0.08175731443469375}",20,14,-30.34612058109587,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
1254,False,"{'a': 0.002, 'e': 0.08159396321149794}",20,10,18.009675689954598,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1255,False,"{'a': 0.002, 'e': 0.08143093836426381}",25,14,18.485992065768816,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1256,False,"{'a': 0.002, 'e': 0.08126823924089167}",20,6,28.663699701053478,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1257,False,"{'a': 0.002, 'e': 0.0811058651905849}",25,15,6.1471668628562135,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1258,False,"{'a': 0.002, 'e': 0.08094381556384699}",25,20,10.067797812639105,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1259,False,"{'a': 0.002, 'e': 0.08078208971247929}",20,0,32.01397610150848,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1260,False,"{'a': 0.002, 'e': 0.08062068698957811}",20,10,21.167980001829434,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1261,False,"{'a': 0.002, 'e': 0.08045960674953244}",25,17,2.441934776626193,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1262,False,"{'a': 0.002, 'e': 0.08029884834802099}",20,8,25.678439025968533,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1263,False,"{'a': 0.002, 'e': 0.08013841114201005}",20,5,23.007427474866923,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1264,False,"{'a': 0.002, 'e': 0.07997829448975048}",20,14,10.906308030934056,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1265,False,"{'a': 0.002, 'e': 0.07981849775077554}",35,21,26.282990223310602,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1266,False,"{'a': 0.002, 'e': 0.07965902028589801}",20,13,12.522389257573987,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1267,False,"{'a': 0.002, 'e': 0.07949986145720786}",25,10,21.652259867688084,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1268,False,"{'a': 0.002, 'e': 0.0793410206280695}",30,13,19.795245757694374,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1269,False,"{'a': 0.002, 'e': 0.07918249716311948}",20,7,-2.1751870286938715,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
1270,False,"{'a': 0.002, 'e': 0.07902429042826366}",25,12,26.576992767281148,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1271,False,"{'a': 0.002, 'e': 0.07886639979067495}",20,8,18.026846582439397,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1272,False,"{'a': 0.002, 'e': 0.07870882461879052}",20,6,23.209137998981323,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1273,False,"{'a': 0.002, 'e': 0.07855156428230954}",25,0,37.759840948852165,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1274,False,"{'a': 0.002, 'e': 0.0783946181521904}",25,13,10.929637948269718,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1275,False,"{'a': 0.002, 'e': 0.07823798560064842}",20,16,7.801959852421595,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1276,False,"{'a': 0.002, 'e': 0.07808166600115313}",20,0,19.082389642992055,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1277,False,"{'a': 0.002, 'e': 0.077925658728426}",30,18,22.282646360608382,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1278,False,"{'a': 0.002, 'e': 0.07776996315843764}",20,7,-42.61973843136065,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 1}",1
1279,False,"{'a': 0.002, 'e': 0.07761457866840563}",20,9,18.245458306842938,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1280,False,"{'a': 0.002, 'e': 0.07745950463679176}",30,15,-8.848441546745363,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
1281,False,"{'a': 0.002, 'e': 0.07730474044329974}",35,22,12.543794648492064,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1282,False,"{'a': 0.002, 'e': 0.07715028546887258}",20,8,21.377379929362853,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1283,False,"{'a': 0.002, 'e': 0.07699613909569011}",20,9,22.537194768095546,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1284,False,"{'a': 0.002, 'e': 0.07684230070716673}",20,0,32.209381954704455,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1285,False,"{'a': 0.002, 'e': 0.0766887696879486}",20,10,19.57416935632637,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1286,False,"{'a': 0.002, 'e': 0.07653554542391151}",20,15,8.617427881589995,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1287,False,"{'a': 0.002, 'e': 0.07638262730215813}",20,6,20.117208876557054,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1288,False,"{'a': 0.002, 'e': 0.07623001471101583}",20,13,13.612742282071569,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1289,False,"{'a': 0.002, 'e': 0.07607770704003398}",20,11,-26.92037511825164,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1290,False,"{'a': 0.002, 'e': 0.07592570367998178}",30,4,-0.4775499302154662,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 1}",1
1291,False,"{'a': 0.002, 'e': 0.07577400402284548}",35,16,-18.449197267776242,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
1292,False,"{'a': 0.002, 'e': 0.07562260746182634}",35,25,20.50604154773292,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1293,False,"{'a': 0.002, 'e': 0.07547151339133784}",20,12,13.752493360736626,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1294,False,"{'a': 0.002, 'e': 0.07532072120700357}",20,10,21.315451771282007,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1295,False,"{'a': 0.002, 'e': 0.07517023030565453}",20,10,19.451329835662914,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1296,False,"{'a': 0.002, 'e': 0.07502004008532698}",20,11,17.26255878090044,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1297,False,"{'a': 0.002, 'e': 0.07487014994525974}",20,14,-1.794222977708301,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1298,False,"{'a': 0.002, 'e': 0.07472055928589216}",25,11,14.786051369564372,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1299,False,"{'a': 0.002, 'e': 0.07457126750886131}",25,13,-38.93060475461723,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
1300,False,"{'a': 0.002, 'e': 0.07442227401699995}",30,16,27.500722557423433,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1301,False,"{'a': 0.002, 'e': 0.07427357821433388}",30,12,32.15021704209943,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1302,False,"{'a': 0.002, 'e': 0.0741251795060797}",30,19,19.285042984844328,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1303,False,"{'a': 0.002, 'e': 0.07397707729864236}",20,11,15.214481569515371,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1304,False,"{'a': 0.002, 'e': 0.0738292709996129}",25,7,32.00649818852468,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1305,False,"{'a': 0.002, 'e': 0.07368176001776583}",20,15,8.453429117326609,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1306,False,"{'a': 0.002, 'e': 0.0735345437630571}",20,9,18.264316970785767,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1307,False,"{'a': 0.002, 'e': 0.07338762164662144}",25,17,18.12501111073618,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1308,False,"{'a': 0.002, 'e': 0.07324099308077024}",25,13,24.753576247651033,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1309,False,"{'a': 0.002, 'e': 0.07309465747898901}",20,12,3.296914735594748,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1310,False,"{'a': 0.002, 'e': 0.07294861425593517}",25,3,33.06869609901766,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1311,False,"{'a': 0.002, 'e': 0.07280286282743559}",35,21,26.598970228264697,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1312,False,"{'a': 0.002, 'e': 0.07265740261048442}",20,13,12.066186890222038,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1313,False,"{'a': 0.002, 'e': 0.07251223302324053}",25,18,8.33959537454737,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1314,False,"{'a': 0.002, 'e': 0.07236735348502546}",20,15,3.1050205048133446,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1315,False,"{'a': 0.002, 'e': 0.07222276341632078}",30,19,21.896745552455634,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1316,False,"{'a': 0.002, 'e': 0.0720784622387661}",25,18,12.002139718736416,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1317,False,"{'a': 0.002, 'e': 0.07193444937515645}",25,11,11.98153867788449,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1318,False,"{'a': 0.002, 'e': 0.07179072424944025}",30,23,14.725683706830651,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1319,False,"{'a': 0.002, 'e': 0.07164728628671672}",20,6,1.7116236376641478,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1320,False,"{'a': 0.002, 'e': 0.0715041349132339}",20,14,10.702056763414438,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1321,False,"{'a': 0.002, 'e': 0.07136126955638605}",35,17,32.7427454775712,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1322,False,"{'a': 0.002, 'e': 0.0712186896447116}",25,9,-22.21770878843096,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 0}",1
1323,False,"{'a': 0.002, 'e': 0.07107639460789066}",20,13,11.935548494925833,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1324,False,"{'a': 0.002, 'e': 0.07093438387674295}",25,19,11.159127483397207,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1325,False,"{'a': 0.002, 'e': 0.0707926568832253}",25,15,17.06761897570422,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1326,False,"{'a': 0.002, 'e': 0.0706512130604296}",25,12,5.28389924569625,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
1327,False,"{'a': 0.002, 'e': 0.0705100518425803}",30,8,21.704927264097297,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1328,False,"{'a': 0.002, 'e': 0.07036917266503243}",25,16,19.93959931195261,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1329,False,"{'a': 0.002, 'e': 0.07022857496426901}",25,17,13.848467982457713,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1330,False,"{'a': 0.002, 'e': 0.07008825817789911}",30,20,17.041215994345304,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1331,False,"{'a': 0.002, 'e': 0.06994822174465536}",20,0,26.6205147752041,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1332,False,"{'a': 0.002, 'e': 0.06980846510439187}",20,9,21.8101729262359,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1333,False,"{'a': 0.002, 'e': 0.06966898769808184}",20,10,17.981217109891396,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1334,False,"{'a': 0.002, 'e': 0.06952978896781553}",20,16,8.410975898856947,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1335,False,"{'a': 0.002, 'e': 0.06939086835679777}",20,9,21.1770097377012,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1336,False,"{'a': 0.002, 'e': 0.069252225309346}",20,13,12.678938481138845,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1337,False,"{'a': 0.002, 'e': 0.06911385927088774}",30,18,2.9374565170813662,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1338,False,"{'a': 0.002, 'e': 0.06897576968795878}",25,11,27.22268373997475,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1339,False,"{'a': 0.002, 'e': 0.06883795600820049}",30,15,27.932038053833097,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1340,False,"{'a': 0.002, 'e': 0.06870041768035805}",20,11,16.75795886315932,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1341,False,"{'a': 0.002, 'e': 0.06856315415427791}",25,8,31.45021657821406,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1342,False,"{'a': 0.002, 'e': 0.06842616488090583}",20,5,23.435844025489384,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1343,False,"{'a': 0.002, 'e': 0.06828944931228448}",20,6,20.38249873401765,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1344,False,"{'a': 0.002, 'e': 0.06815300690155146}",25,5,15.502821616710078,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",1
1345,False,"{'a': 0.002, 'e': 0.06801683710293688}",20,12,12.095115931036002,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1346,False,"{'a': 0.002, 'e': 0.06788093937176144}",25,11,27.86594282315788,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1347,False,"{'a': 0.002, 'e': 0.06774531316443397}",25,14,23.292968862468722,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1348,False,"{'a': 0.002, 'e': 0.0676099579384495}",20,3,-12.7342179423409,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1349,False,"{'a': 0.002, 'e': 0.0674748731523869}",25,11,23.580583830017734,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1350,False,"{'a': 0.002, 'e': 0.06734005826590692}",30,19,17.835469513197122,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1351,False,"{'a': 0.002, 'e': 0.06720551273974976}",20,1,32.69592279485435,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1352,False,"{'a': 0.002, 'e': 0.06707123603573319}",20,12,18.16186584268791,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1353,False,"{'a': 0.002, 'e': 0.06693722761675015}",30,18,15.503440385850654,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1354,False,"{'a': 0.002, 'e': 0.06680348694676687}",20,8,22.23831499795242,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1355,False,"{'a': 0.002, 'e': 0.06667001349082043}",25,12,22.26759849117513,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1356,False,"{'a': 0.002, 'e': 0.06653680671501686}",25,3,43.95510887099488,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1357,False,"{'a': 0.002, 'e': 0.06640386608652883}",20,5,26.11266609757308,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1358,False,"{'a': 0.002, 'e': 0.06627119107359372}",20,10,18.354549357833406,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1359,False,"{'a': 0.002, 'e': 0.06613878114551125}",20,4,27.963395057535916,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1360,False,"{'a': 0.002, 'e': 0.06600663577264156}",30,16,27.076028627612242,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1361,False,"{'a': 0.002, 'e': 0.06587475442640295}",25,16,-24.97424055605614,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1362,False,"{'a': 0.002, 'e': 0.0657431365792699}",25,15,8.59603542016958,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1363,False,"{'a': 0.002, 'e': 0.0656117817047708}",25,0,27.96755062356396,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1364,False,"{'a': 0.002, 'e': 0.06548068927748603}",25,8,16.301321912367502,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1365,False,"{'a': 0.002, 'e': 0.06534985877304565}",25,14,19.796418517343955,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1366,False,"{'a': 0.002, 'e': 0.06521928966812753}",25,3,38.877669790245804,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1367,False,"{'a': 0.002, 'e': 0.065088981440455}",25,17,16.855636980984738,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1368,False,"{'a': 0.002, 'e': 0.06495893356879505}",30,8,27.425990994172288,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1369,False,"{'a': 0.002, 'e': 0.06482914553295596}",25,12,-20.399639149718816,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1370,False,"{'a': 0.002, 'e': 0.06469961681378547}",20,16,6.144778948804795,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1371,False,"{'a': 0.002, 'e': 0.06457034689316847}",25,0,35.81649069719014,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1372,False,"{'a': 0.002, 'e': 0.06444133525402518}",25,11,26.860852816835866,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1373,False,"{'a': 0.002, 'e': 0.06431258138030878}",35,23,20.38486199839301,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1374,False,"{'a': 0.002, 'e': 0.06418408475700368}",20,14,4.8705082198510015,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1375,False,"{'a': 0.002, 'e': 0.06405584487012317}",20,9,21.47713721402515,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1376,False,"{'a': 0.002, 'e': 0.06392786120670757}",25,11,26.401183552073004,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1377,False,"{'a': 0.002, 'e': 0.063800133254822}",25,16,20.615051326402018,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1378,False,"{'a': 0.002, 'e': 0.06367266050355457}",20,8,24.443540333651917,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1379,False,"{'a': 0.002, 'e': 0.063545442443014}",20,9,5.794073477072121,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1380,False,"{'a': 0.002, 'e': 0.06341847856432796}",30,14,18.862115121145763,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1381,False,"{'a': 0.002, 'e': 0.0632917683596407}",25,16,18.616717662592343,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1382,False,"{'a': 0.002, 'e': 0.06316531132211131}",20,13,14.209911355919271,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1383,False,"{'a': 0.002, 'e': 0.0630391069459114}",20,6,11.955284953333875,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1384,False,"{'a': 0.002, 'e': 0.06291315472622334}",20,0,32.02826142526537,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1385,False,"{'a': 0.002, 'e': 0.06278745415923806}",25,15,20.221550234467493,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1386,False,"{'a': 0.002, 'e': 0.06266200474215315}",20,8,21.428138832412518,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1387,False,"{'a': 0.002, 'e': 0.06253680597317074}",20,3,34.696908735249295,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1388,False,"{'a': 0.002, 'e': 0.06241185735149562}",20,15,8.67637624663272,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1389,False,"{'a': 0.002, 'e': 0.0622871583773331}",20,0,24.827464354129454,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1390,False,"{'a': 0.002, 'e': 0.062162708551887165}",30,13,33.71139447409101,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1391,False,"{'a': 0.002, 'e': 0.06203850737735829}",25,14,17.99486766589356,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1392,False,"{'a': 0.002, 'e': 0.061914554356941674}",20,16,6.65142762084276,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1393,False,"{'a': 0.002, 'e': 0.061790848994825016}",25,17,16.31420567302477,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1394,False,"{'a': 0.002, 'e': 0.061667390796186744}",30,9,26.745904526060286,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
1395,False,"{'a': 0.002, 'e': 0.06154417926719386}",25,11,23.377158486666858,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1396,False,"{'a': 0.002, 'e': 0.06142121391500013}",25,19,13.704999443875936,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1397,False,"{'a': 0.002, 'e': 0.061298494247743925}",25,12,-18.32200176460745,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1398,False,"{'a': 0.002, 'e': 0.06117601977454647}",25,13,20.8011717075289,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1399,False,"{'a': 0.002, 'e': 0.06105379000550965}",20,10,16.79126058583105,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1400,False,"{'a': 0.002, 'e': 0.06093180445171429}",20,0,31.767687200259083,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1401,False,"{'a': 0.002, 'e': 0.06081006262521795}",20,10,16.655754663523247,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1402,False,"{'a': 0.002, 'e': 0.06068856403905322}",20,13,13.837888946415532,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1403,False,"{'a': 0.002, 'e': 0.060567308207225536}",35,8,37.560877499562665,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
1404,False,"{'a': 0.002, 'e': 0.06044629464471146}",20,14,10.759301114664076,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1405,False,"{'a': 0.002, 'e': 0.06032552286745654}",20,2,20.24067352729781,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1406,False,"{'a': 0.002, 'e': 0.06020499239237354}",25,11,15.963899751570375,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1407,False,"{'a': 0.002, 'e': 0.06008470273734036}",35,23,22.16027271840045,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1408,False,"{'a': 0.002, 'e': 0.05996465342119827}",25,12,22.302958487119422,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1409,False,"{'a': 0.002, 'e': 0.059844843963749825}",35,21,25.25133188241026,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1410,False,"{'a': 0.002, 'e': 0.05972527388575699}",20,13,13.564609412216358,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1411,False,"{'a': 0.002, 'e': 0.05960594270893937}",25,0,33.660986649905894,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1412,False,"{'a': 0.002, 'e': 0.05948684995597202}",20,14,11.343625985284401,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1413,False,"{'a': 0.002, 'e': 0.05936799515048385}",25,15,20.45092228003545,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1414,False,"{'a': 0.002, 'e': 0.0592493778170554}",30,20,18.62668809550212,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1415,False,"{'a': 0.002, 'e': 0.05913099748121725}",35,26,16.950271649293,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1416,False,"{'a': 0.002, 'e': 0.05901285366944784}",25,14,4.565394383753667,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1417,False,"{'a': 0.002, 'e': 0.05889494590917182}",20,9,18.90156092276934,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
