trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.002, 'e': 1.0}",35,0,-103.9779699938797,"{0: 22, 1: 0, 2: 13, 3: 0, 4: 0}",0
2,False,"{'a': 0.002, 'e': 0.9980019986673331}",30,0,-69.62279426815063,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 1}",0
3,False,"{'a': 0.002, 'e': 0.9960079893439915}",25,0,-113.84692126973943,"{0: 13, 1: 3, 2: 8, 3: 0, 4: 1}",0
4,False,"{'a': 0.002, 'e': 0.9940179640539353}",25,0,-134.30575680773998,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
5,False,"{'a': 0.002, 'e': 0.9920319148370607}",20,0,-46.1888236921588,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
6,False,"{'a': 0.002, 'e': 0.9900498337491681}",25,0,-49.96440351534166,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
7,False,"{'a': 0.002, 'e': 0.9880717128619305}",20,0,-94.3722577775349,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
8,False,"{'a': 0.002, 'e': 0.9860975442628619}",20,0,-44.381049968550165,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
9,False,"{'a': 0.002, 'e': 0.9841273200552851}",20,0,-23.927330555674775,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
10,False,"{'a': 0.002, 'e': 0.9821610323583008}",25,0,-79.09595395790163,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
11,False,"{'a': 0.002, 'e': 0.9801986733067553}",20,0,-128.95909892879914,"{0: 8, 1: 2, 2: 9, 3: 0, 4: 1}",0
12,False,"{'a': 0.002, 'e': 0.97824023505121}",20,0,-113.03376323890394,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
13,False,"{'a': 0.002, 'e': 0.9762857097579093}",20,0,-64.54919934247408,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
14,False,"{'a': 0.002, 'e': 0.9743350896087494}",30,0,-131.91740417966034,"{0: 19, 1: 1, 2: 7, 3: 2, 4: 1}",0
15,False,"{'a': 0.002, 'e': 0.9723883668012469}",20,0,-106.59044576357648,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
16,False,"{'a': 0.002, 'e': 0.9704455335485082}",25,0,-138.36226357689358,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
17,False,"{'a': 0.002, 'e': 0.9685065820791976}",25,0,-171.48858488832337,"{0: 12, 1: 1, 2: 8, 3: 3, 4: 1}",0
18,False,"{'a': 0.002, 'e': 0.9665715046375066}",20,0,-77.83515233982068,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
19,False,"{'a': 0.002, 'e': 0.9646402934831231}",20,0,-155.78545992427445,"{0: 10, 1: 3, 2: 3, 3: 2, 4: 2}",0
20,False,"{'a': 0.002, 'e': 0.9627129408911995}",30,0,-123.93691362313369,"{0: 19, 1: 0, 2: 9, 3: 1, 4: 1}",0
21,False,"{'a': 0.002, 'e': 0.9607894391523232}",20,0,-72.69844736602312,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",0
22,False,"{'a': 0.002, 'e': 0.9588697805724845}",30,0,-149.7929023872638,"{0: 16, 1: 3, 2: 8, 3: 2, 4: 1}",0
23,False,"{'a': 0.002, 'e': 0.9569539574730467}",20,0,-176.76609192789098,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 4}",0
24,False,"{'a': 0.002, 'e': 0.9550419621907147}",20,0,-61.01299635947239,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",1
25,False,"{'a': 0.002, 'e': 0.9531337870775047}",35,0,-57.71274959928168,"{0: 25, 1: 2, 2: 8, 3: 0, 4: 0}",0
26,False,"{'a': 0.002, 'e': 0.951229424500714}",20,0,-76.47123744261982,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
27,False,"{'a': 0.002, 'e': 0.9493288668428895}",20,0,-65.86019771427712,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
28,False,"{'a': 0.002, 'e': 0.9474321065017983}",20,0,-31.154424543524947,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
29,False,"{'a': 0.002, 'e': 0.9455391358903963}",25,4,-60.92144109816568,"{0: 13, 1: 3, 2: 3, 3: 2, 4: 0}",1
30,False,"{'a': 0.002, 'e': 0.9436499474367985}",25,0,-254.15605015325656,"{0: 9, 1: 5, 2: 6, 3: 1, 4: 4}",0
31,False,"{'a': 0.002, 'e': 0.9417645335842487}",25,10,-64.47359204700969,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 1}",1
32,False,"{'a': 0.002, 'e': 0.9398828867910889}",20,0,-90.8114199212406,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
33,False,"{'a': 0.002, 'e': 0.9380049995307295}",20,0,-59.85996087216456,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
34,False,"{'a': 0.002, 'e': 0.9361308642916188}",25,18,-36.68556744626344,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 1}",1
35,False,"{'a': 0.002, 'e': 0.9342604735772135}",25,0,-74.49581671855906,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
36,False,"{'a': 0.002, 'e': 0.9323938199059483}",30,0,-111.71349014583211,"{0: 16, 1: 4, 2: 9, 3: 1, 4: 0}",0
37,False,"{'a': 0.002, 'e': 0.9305308958112057}",25,0,-142.52017927223474,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
38,False,"{'a': 0.002, 'e': 0.9286716938412872}",35,0,-229.5129721842084,"{0: 18, 1: 4, 2: 9, 3: 1, 4: 3}",0
39,False,"{'a': 0.002, 'e': 0.9268162065593822}",20,0,-115.1019106769188,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
40,False,"{'a': 0.002, 'e': 0.9249644265435393}",30,0,-42.290744764893375,"{0: 23, 1: 3, 2: 3, 3: 1, 4: 0}",0
41,False,"{'a': 0.002, 'e': 0.9231163463866358}",30,0,-129.76893243976767,"{0: 18, 1: 6, 2: 4, 3: 0, 4: 2}",0
42,False,"{'a': 0.002, 'e': 0.9212719586963487}",20,0,-155.24605536421248,"{0: 11, 1: 4, 2: 1, 3: 1, 4: 3}",0
43,False,"{'a': 0.002, 'e': 0.9194312560951247}",25,0,-182.52450714404964,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 3}",0
44,False,"{'a': 0.002, 'e': 0.9175942312201509}",20,0,-112.62578819176086,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
45,False,"{'a': 0.002, 'e': 0.9157608767233256}",30,0,-163.49915311093372,"{0: 21, 1: 0, 2: 5, 3: 1, 4: 3}",0
46,False,"{'a': 0.002, 'e': 0.9139311852712282}",20,0,-116.88110171283016,"{0: 11, 1: 5, 2: 1, 3: 1, 4: 2}",0
47,False,"{'a': 0.002, 'e': 0.9121051495450904}",20,0,-140.54130175417973,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
48,False,"{'a': 0.002, 'e': 0.910282762240767}",20,14,-2.7385415691123423,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
49,False,"{'a': 0.002, 'e': 0.9084640160687062}",20,0,-96.49283697099963,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
50,False,"{'a': 0.002, 'e': 0.9066489037539209}",25,0,-67.85945730242166,"{0: 17, 1: 3, 2: 3, 3: 2, 4: 0}",0
51,False,"{'a': 0.002, 'e': 0.9048374180359595}",20,0,-77.87015902945917,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
52,False,"{'a': 0.002, 'e': 0.9030295516688768}",25,0,-122.1210086776804,"{0: 15, 1: 4, 2: 2, 3: 3, 4: 1}",0
53,False,"{'a': 0.002, 'e': 0.9012252974212047}",35,0,-170.99296742231206,"{0: 19, 1: 6, 2: 8, 3: 0, 4: 2}",0
54,False,"{'a': 0.002, 'e': 0.899424648075924}",20,0,-191.87453460296712,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 4}",0
55,False,"{'a': 0.002, 'e': 0.8976275964304349}",25,0,-141.49041482882365,"{0: 16, 1: 2, 2: 3, 3: 2, 4: 2}",0
56,False,"{'a': 0.002, 'e': 0.8958341352965282}",25,0,-82.39647135893755,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
57,False,"{'a': 0.002, 'e': 0.8940442575003572}",20,0,-104.0573844620894,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
58,False,"{'a': 0.002, 'e': 0.8922579558824083}",20,0,-138.58933592660662,"{0: 13, 1: 0, 2: 2, 3: 3, 4: 2}",0
59,False,"{'a': 0.002, 'e': 0.8904752232974726}",25,0,-121.25692414208592,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
60,False,"{'a': 0.002, 'e': 0.8886960526146174}",30,0,-101.53946131752886,"{0: 19, 1: 4, 2: 6, 3: 0, 4: 1}",0
61,False,"{'a': 0.002, 'e': 0.8869204367171575}",20,0,-94.9923346200248,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
62,False,"{'a': 0.002, 'e': 0.8851483685026271}",30,0,-46.37524625431758,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
63,False,"{'a': 0.002, 'e': 0.8833798408827509}",30,8,-141.40162898573382,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 2}",1
64,False,"{'a': 0.002, 'e': 0.8816148467834161}",20,0,-88.21386350704742,"{0: 10, 1: 3, 2: 5, 3: 2, 4: 0}",0
65,False,"{'a': 0.002, 'e': 0.8798533791446438}",25,0,-36.74442828899771,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
66,False,"{'a': 0.002, 'e': 0.8780954309205613}",35,0,-271.8606123085166,"{0: 16, 1: 4, 2: 9, 3: 3, 4: 3}",0
67,False,"{'a': 0.002, 'e': 0.8763409950793732}",25,0,-73.90332239026263,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
68,False,"{'a': 0.002, 'e': 0.874590064603334}",20,4,-15.138192891623255,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
69,False,"{'a': 0.002, 'e': 0.8728426324887193}",20,0,-51.27071375158703,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
70,False,"{'a': 0.002, 'e': 0.8710986917457983}",25,9,-48.53858242676936,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
71,False,"{'a': 0.002, 'e': 0.8693582353988059}",30,0,-231.766863991287,"{0: 17, 1: 4, 2: 3, 3: 2, 4: 4}",0
72,False,"{'a': 0.002, 'e': 0.867621256485914}",20,0,-85.74490885717208,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
73,False,"{'a': 0.002, 'e': 0.865887748059205}",30,0,-43.01536492823313,"{0: 21, 1: 4, 2: 5, 3: 0, 4: 0}",0
74,False,"{'a': 0.002, 'e': 0.8641577031846428}",25,0,-123.83461730639925,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
75,False,"{'a': 0.002, 'e': 0.8624311149420455}",25,0,-68.59725418870813,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
76,False,"{'a': 0.002, 'e': 0.8607079764250578}",25,0,-73.48441901134669,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
77,False,"{'a': 0.002, 'e': 0.8589882807411234}",25,3,-58.89917598464307,"{0: 13, 1: 5, 2: 3, 3: 1, 4: 0}",1
78,False,"{'a': 0.002, 'e': 0.8572720210114575}",30,13,-32.56873995191482,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
79,False,"{'a': 0.002, 'e': 0.8555591903710185}",30,0,-192.6788027708326,"{0: 17, 1: 1, 2: 7, 3: 3, 4: 2}",0
80,False,"{'a': 0.002, 'e': 0.8538497819684817}",35,0,-221.48271346963884,"{0: 19, 1: 5, 2: 4, 3: 5, 4: 2}",0
81,False,"{'a': 0.002, 'e': 0.8521437889662113}",20,0,-130.52170857295215,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
82,False,"{'a': 0.002, 'e': 0.850441204540233}",30,4,-124.95646940056736,"{0: 15, 1: 3, 2: 5, 3: 2, 4: 1}",1
83,False,"{'a': 0.002, 'e': 0.8487420218802068}",25,3,-134.4541646094509,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 3}",1
84,False,"{'a': 0.002, 'e': 0.8470462341893996}",25,0,-103.14417287276373,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
85,False,"{'a': 0.002, 'e': 0.8453538346846587}",20,0,-37.25803732253667,"{0: 13, 1: 5, 2: 1, 3: 1, 4: 0}",0
86,False,"{'a': 0.002, 'e': 0.8436648165963837}",25,18,12.805346092634942,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,False,"{'a': 0.002, 'e': 0.8419791731684999}",30,0,-143.47215322872316,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
88,False,"{'a': 0.002, 'e': 0.8402968976584314}",25,2,-12.562221467236089,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 0}",1
89,False,"{'a': 0.002, 'e': 0.838617983337074}",25,9,-0.017714467207507134,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
90,False,"{'a': 0.002, 'e': 0.8369424234887681}",20,0,-110.98196244676053,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
91,False,"{'a': 0.002, 'e': 0.835270211411272}",20,0,-69.2146045068376,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
92,False,"{'a': 0.002, 'e': 0.8336013404157353}",20,0,-61.92279367074508,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
93,False,"{'a': 0.002, 'e': 0.8319358038266718}",20,5,1.9584868939567641,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
94,False,"{'a': 0.002, 'e': 0.8302735949819326}",25,0,-129.60043546344443,"{0: 13, 1: 2, 2: 8, 3: 1, 4: 1}",0
95,False,"{'a': 0.002, 'e': 0.8286147072326806}",20,0,-70.39641420009613,"{0: 14, 1: 1, 2: 2, 3: 3, 4: 0}",0
96,False,"{'a': 0.002, 'e': 0.8269591339433623}",20,0,-57.41226534621419,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
97,False,"{'a': 0.002, 'e': 0.8253068684916823}",20,2,-64.95966815831082,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 1}",1
98,False,"{'a': 0.002, 'e': 0.8236579042685769}",20,2,-17.56252986460295,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
99,False,"{'a': 0.002, 'e': 0.8220122346781865}",20,0,-99.76633214770567,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
100,False,"{'a': 0.002, 'e': 0.8203698531378311}",20,3,12.609141223454323,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.002, 'e': 0.8187307530779818}",25,0,-128.44613482644064,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
102,False,"{'a': 0.002, 'e': 0.8170949279422366}",25,0,-13.355428795712722,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
103,False,"{'a': 0.002, 'e': 0.8154623711872927}",20,8,-46.81561889081034,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
104,False,"{'a': 0.002, 'e': 0.8138330762829207}",25,6,-66.20744268241761,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 1}",1
105,False,"{'a': 0.002, 'e': 0.812207036711939}",20,0,-47.72772925525256,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
106,False,"{'a': 0.002, 'e': 0.8105842459701871}",25,0,-108.67227128982044,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
107,False,"{'a': 0.002, 'e': 0.8089646975664998}",20,0,-82.81160827989481,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",1
108,False,"{'a': 0.002, 'e': 0.8073483850226815}",20,0,-51.176710647589246,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
109,False,"{'a': 0.002, 'e': 0.8057353018734796}",30,0,-253.55606284795317,"{0: 16, 1: 1, 2: 7, 3: 2, 4: 4}",0
110,False,"{'a': 0.002, 'e': 0.8041254416665596}",20,0,-99.48342682188922,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
111,False,"{'a': 0.002, 'e': 0.8025187979624785}",25,0,-85.49485473669714,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
112,False,"{'a': 0.002, 'e': 0.8009153643346592}",25,0,-176.7945501613914,"{0: 16, 1: 0, 2: 5, 3: 1, 4: 3}",0
113,False,"{'a': 0.002, 'e': 0.7993151343693651}",25,0,-162.65995126612765,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 2}",0
114,False,"{'a': 0.002, 'e': 0.7977181016656743}",20,0,-57.24561434583475,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
115,False,"{'a': 0.002, 'e': 0.7961242598354538}",20,0,-79.70556927456902,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
116,False,"{'a': 0.002, 'e': 0.794533602503334}",25,0,-148.3100034167543,"{0: 17, 1: 0, 2: 3, 3: 3, 4: 2}",0
117,False,"{'a': 0.002, 'e': 0.7929461233066837}",25,0,-126.98711726334719,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 3}",0
118,False,"{'a': 0.002, 'e': 0.7913618158955839}",35,0,-101.39845150230656,"{0: 25, 1: 0, 2: 9, 3: 0, 4: 1}",0
119,False,"{'a': 0.002, 'e': 0.7897806739328027}",30,0,-121.36960757758304,"{0: 22, 1: 0, 2: 5, 3: 1, 4: 2}",0
120,False,"{'a': 0.002, 'e': 0.7882026910937704}",30,4,-33.031392650474025,"{0: 21, 1: 0, 2: 4, 3: 1, 4: 0}",1
121,False,"{'a': 0.002, 'e': 0.7866278610665535}",25,18,-0.21858094549863694,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.002, 'e': 0.7850561775518295}",20,0,-89.7076816472806,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
123,False,"{'a': 0.002, 'e': 0.7834876342628625}",20,0,-13.24232597623422,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
124,False,"{'a': 0.002, 'e': 0.7819222249254772}",30,0,-221.57370608209982,"{0: 16, 1: 4, 2: 6, 3: 0, 4: 4}",0
125,False,"{'a': 0.002, 'e': 0.7803599432780343}",25,0,-153.20661777262322,"{0: 19, 1: 0, 2: 1, 3: 2, 4: 3}",0
126,False,"{'a': 0.002, 'e': 0.7788007830714049}",20,6,-71.90486584897526,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 1}",1
127,False,"{'a': 0.002, 'e': 0.7772447380689461}",20,13,-1.5616804636387083,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
128,False,"{'a': 0.002, 'e': 0.775691802046476}",20,0,-51.120607859905924,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
129,False,"{'a': 0.002, 'e': 0.7741419687922484}",35,0,-97.39081341677098,"{0: 25, 1: 4, 2: 3, 3: 2, 4: 1}",0
130,False,"{'a': 0.002, 'e': 0.772595232106928}",20,15,1.5105297149440116,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.002, 'e': 0.7710515858035663}",30,14,-4.391802637882943,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
132,False,"{'a': 0.002, 'e': 0.7695110237075758}",20,0,-93.59826622594578,"{0: 14, 1: 2, 2: 0, 3: 3, 4: 1}",0
133,False,"{'a': 0.002, 'e': 0.7679735396567061}",25,0,-66.40940213144314,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
134,False,"{'a': 0.002, 'e': 0.7664391275010192}",30,0,-108.47450032072886,"{0: 17, 1: 4, 2: 7, 3: 2, 4: 0}",0
135,False,"{'a': 0.002, 'e': 0.764907781102864}",20,0,-81.09351863439807,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
136,False,"{'a': 0.002, 'e': 0.7633794943368531}",25,0,-86.66287251408347,"{0: 17, 1: 2, 2: 2, 3: 4, 4: 0}",0
137,False,"{'a': 0.002, 'e': 0.7618542610898376}",25,0,-67.24341782732357,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
138,False,"{'a': 0.002, 'e': 0.7603320752608821}",35,15,-20.47723310802506,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",1
139,False,"{'a': 0.002, 'e': 0.7588129307612413}",25,3,-73.31533944935421,"{0: 12, 1: 2, 2: 8, 3: 0, 4: 0}",1
140,False,"{'a': 0.002, 'e': 0.7572968215143355}",25,0,-145.5811621876247,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
141,False,"{'a': 0.002, 'e': 0.7557837414557255}",25,15,-9.254846162948363,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
142,False,"{'a': 0.002, 'e': 0.754273684533089}",30,0,-94.22140930309229,"{0: 21, 1: 0, 2: 8, 3: 0, 4: 1}",0
143,False,"{'a': 0.002, 'e': 0.7527666447061963}",25,0,-107.2326374002869,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
144,False,"{'a': 0.002, 'e': 0.751262615946886}",20,3,-26.758994674116416,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 0}",1
145,False,"{'a': 0.002, 'e': 0.7497615922390413}",20,0,-68.8249723260777,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
146,False,"{'a': 0.002, 'e': 0.7482635675785653}",25,0,-168.14293460721265,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 3}",0
147,False,"{'a': 0.002, 'e': 0.7467685359733571}",20,0,-36.99352945272073,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
148,False,"{'a': 0.002, 'e': 0.7452764914432887}",20,0,-148.08051117209112,"{0: 8, 1: 4, 2: 4, 3: 3, 4: 1}",0
149,False,"{'a': 0.002, 'e': 0.7437874280201796}",20,10,-15.374789062615038,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
150,False,"{'a': 0.002, 'e': 0.7423013397477743}",30,14,-10.951461700815695,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
151,False,"{'a': 0.002, 'e': 0.7408182206817179}",35,8,-192.8379090823348,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 4}",1
152,False,"{'a': 0.002, 'e': 0.7393380648895319}",20,0,-39.741521729554194,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
153,False,"{'a': 0.002, 'e': 0.7378608664505911}",20,0,-82.80080189913683,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
154,False,"{'a': 0.002, 'e': 0.7363866194561001}",20,0,-49.74585972442965,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
155,False,"{'a': 0.002, 'e': 0.7349153180090687}",20,0,-101.50705582518201,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
156,False,"{'a': 0.002, 'e': 0.7334469562242892}",30,0,-72.16345685269114,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
157,False,"{'a': 0.002, 'e': 0.7319815282283126}",25,0,-2.8255262895499733,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
158,False,"{'a': 0.002, 'e': 0.7305190281594249}",20,0,-54.42109358197111,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
159,False,"{'a': 0.002, 'e': 0.7290594501676237}",20,0,-118.43939600939936,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
160,False,"{'a': 0.002, 'e': 0.7276027884145955}",20,14,7.413139995384392,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.002, 'e': 0.7261490370736909}",20,0,-11.022754141977522,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
162,False,"{'a': 0.002, 'e': 0.7246981903299029}",20,0,-67.801188777511,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
163,False,"{'a': 0.002, 'e': 0.7232502423798424}",25,9,-77.13725014389912,"{0: 9, 1: 2, 2: 4, 3: 0, 4: 1}",1
164,False,"{'a': 0.002, 'e': 0.7218051874317158}",30,0,-134.06116065221622,"{0: 19, 1: 1, 2: 7, 3: 2, 4: 1}",0
165,False,"{'a': 0.002, 'e': 0.7203630197053014}",20,2,-56.24706044627578,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 1}",1
166,False,"{'a': 0.002, 'e': 0.7189237334319262}",25,0,-90.01042464055735,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
167,False,"{'a': 0.002, 'e': 0.7174873228544433}",30,0,-102.24987837692338,"{0: 19, 1: 5, 2: 4, 3: 1, 4: 1}",0
168,False,"{'a': 0.002, 'e': 0.7160537822272085}",25,0,-123.83154987508757,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
169,False,"{'a': 0.002, 'e': 0.7146231058160573}",20,14,10.754541907212388,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.002, 'e': 0.7131952878982822}",20,0,-19.74001562093631,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
171,False,"{'a': 0.002, 'e': 0.7117703227626097}",20,0,-25.049646719521427,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
172,False,"{'a': 0.002, 'e': 0.7103482047091773}",35,13,-3.1717232365723147,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
173,False,"{'a': 0.002, 'e': 0.7089289280495107}",20,4,-61.39534389450795,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 1}",1
174,False,"{'a': 0.002, 'e': 0.7075124871065016}",30,10,6.479876453616134,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
175,False,"{'a': 0.002, 'e': 0.7060988762143844}",25,3,-112.28268463429218,"{0: 10, 1: 1, 2: 10, 3: 1, 4: 0}",1
176,False,"{'a': 0.002, 'e': 0.7046880897187134}",20,0,7.104425478219199,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
177,False,"{'a': 0.002, 'e': 0.7032801219763409}",20,0,-55.35439461923049,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
178,False,"{'a': 0.002, 'e': 0.701874967355394}",25,0,-47.975410114886515,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
179,False,"{'a': 0.002, 'e': 0.7004726202352524}",35,0,-203.2910976934133,"{0: 24, 1: 3, 2: 2, 3: 2, 4: 4}",1
180,False,"{'a': 0.002, 'e': 0.6990730750065257}",20,4,-86.67597090710055,"{0: 8, 1: 2, 2: 5, 3: 0, 4: 1}",1
181,False,"{'a': 0.002, 'e': 0.697676326071031}",30,0,-53.932879363740355,"{0: 20, 1: 4, 2: 6, 3: 0, 4: 0}",0
182,False,"{'a': 0.002, 'e': 0.696282367841771}",25,11,-100.10076125601339,"{0: 8, 1: 1, 2: 1, 3: 3, 4: 1}",1
183,False,"{'a': 0.002, 'e': 0.6948911947429106}",20,0,-81.65499741401517,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
184,False,"{'a': 0.002, 'e': 0.6935028012097558}",25,0,-170.26712900700736,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 3}",0
